"Notes"	"State"	"State Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"Methadone"	"T40.3"	"2007"	"2007"	568	18367842	3.1
	"Florida"	"12"	"Methadone"	"T40.3"	"2008"	"2008"	463	18527305	2.5
	"Florida"	"12"	"Methadone"	"T40.3"	"2009"	"2009"	471	18652644	2.5
	"Florida"	"12"	"Methadone"	"T40.3"	"2010"	"2010"	439	18801310	2.3
	"Florida"	"12"	"Methadone"	"T40.3"	"2011"	"2011"	458	19057542	2.4
	"Florida"	"12"	"Methadone"	"T40.3"	"2012"	"2012"	337	19317568	1.7
	"Florida"	"12"	"Methadone"	"T40.3"	"2013"	"2013"	271	19552860	1.4
	"Florida"	"12"	"Methadone"	"T40.3"	"2014"	"2014"	227	19893297	1.1
	"Florida"	"12"	"Methadone"	"T40.3"	"2015"	"2015"	210	20271272	1.0
	"Florida"	"12"	"Methadone"	"T40.3"	"2016"	"2016"	203	20612439	1.0
	"Florida"	"12"	"Methadone"	"T40.3"	"2017"	"2017"	175	20984400	0.8
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"1999"	"1999"	59	15759421	0.4
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2000"	"2000"	84	15982378	0.5
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2001"	"2001"	117	16356966	0.7
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2002"	"2002"	136	16689370	0.8
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2003"	"2003"	175	17004085	1.0
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2004"	"2004"	160	17415318	0.9
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2005"	"2005"	144	17842038	0.8
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	131	18166990	0.7
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	137	18367842	0.7
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	132	18527305	0.7
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	171	18652644	0.9
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2010"	"2010"	146	18801310	0.8
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2011"	"2011"	138	19057542	0.7
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2012"	"2012"	162	19317568	0.8
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2013"	"2013"	200	19552860	1.0
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	343	19893297	1.7
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	610	20271272	3.0
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	1566	20612439	7.6
	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	2126	20984400	10.1
	"Georgia"	"13"	"Heroin"	"T40.1"	"1999"	"1999"	Suppressed	8045965	Suppressed
	"Georgia"	"13"	"Heroin"	"T40.1"	"2000"	"2000"	Suppressed	8186453	Suppressed
	"Georgia"	"13"	"Heroin"	"T40.1"	"2001"	"2001"	Suppressed	8377038	Suppressed
	"Georgia"	"13"	"Heroin"	"T40.1"	"2002"	"2002"	Suppressed	8508256	Suppressed
	"Georgia"	"13"	"Heroin"	"T40.1"	"2003"	"2003"	Suppressed	8622793	Suppressed
	"Georgia"	"13"	"Heroin"	"T40.1"	"2004"	"2004"	Suppressed	8769252	Suppressed
	"Georgia"	"13"	"Heroin"	"T40.1"	"2005"	"2005"	Suppressed	8925922	Suppressed
	"Georgia"	"13"	"Heroin"	"T40.1"	"2006"	"2006"	Suppressed	9155813	Suppressed
	"Georgia"	"13"	"Heroin"	"T40.1"	"2007"	"2007"	11	9349988	Unreliable
	"Georgia"	"13"	"Heroin"	"T40.1"	"2008"	"2008"	23	9504843	0.2
	"Georgia"	"13"	"Heroin"	"T40.1"	"2009"	"2009"	21	9620846	0.2
	"Georgia"	"13"	"Heroin"	"T40.1"	"2010"	"2010"	10	9687653	Unreliable
	"Georgia"	"13"	"Heroin"	"T40.1"	"2011"	"2011"	30	9815210	0.3
	"Georgia"	"13"	"Heroin"	"T40.1"	"2012"	"2012"	40	9919945	0.4
	"Georgia"	"13"	"Heroin"	"T40.1"	"2013"	"2013"	67	9992167	0.7
	"Georgia"	"13"	"Heroin"	"T40.1"	"2014"	"2014"	153	10097343	1.5
	"Georgia"	"13"	"Heroin"	"T40.1"	"2015"	"2015"	222	10214860	2.2
	"Georgia"	"13"	"Heroin"	"T40.1"	"2016"	"2016"	226	10310371	2.2
	"Georgia"	"13"	"Heroin"	"T40.1"	"2017"	"2017"	263	10429379	2.5
	"Georgia"	"13"	"Other opioids"	"T40.2"	"1999"	"1999"	26	8045965	0.3
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2000"	"2000"	61	8186453	0.7
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2001"	"2001"	90	8377038	1.1
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2002"	"2002"	96	8508256	1.1
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2003"	"2003"	88	8622793	1.0
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2004"	"2004"	100	8769252	1.1
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2005"	"2005"	122	8925922	1.4
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2006"	"2006"	130	9155813	1.4
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2007"	"2007"	139	9349988	1.5
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2008"	"2008"	193	9504843	2.0
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2009"	"2009"	252	9620846	2.6
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2010"	"2010"	305	9687653	3.1
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2011"	"2011"	327	9815210	3.3
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2012"	"2012"	300	9919945	3.0
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2013"	"2013"	309	9992167	3.1
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2014"	"2014"	388	10097343	3.8
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2015"	"2015"	435	10214860	4.3
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2016"	"2016"	455	10310371	4.4
	"Georgia"	"13"	"Other opioids"	"T40.2"	"2017"	"2017"	513	10429379	4.9
	"Georgia"	"13"	"Methadone"	"T40.3"	"1999"	"1999"	14	8045965	Unreliable
	"Georgia"	"13"	"Methadone"	"T40.3"	"2000"	"2000"	16	8186453	Unreliable
	"Georgia"	"13"	"Methadone"	"T40.3"	"2001"	"2001"	41	8377038	0.5
	"Georgia"	"13"	"Methadone"	"T40.3"	"2002"	"2002"	50	8508256	0.6
	"Georgia"	"13"	"Methadone"	"T40.3"	"2003"	"2003"	71	8622793	0.8
	"Georgia"	"13"	"Methadone"	"T40.3"	"2004"	"2004"	95	8769252	1.1
	"Georgia"	"13"	"Methadone"	"T40.3"	"2005"	"2005"	123	8925922	1.4
	"Georgia"	"13"	"Methadone"	"T40.3"	"2006"	"2006"	137	9155813	1.5
	"Georgia"	"13"	"Methadone"	"T40.3"	"2007"	"2007"	168	9349988	1.8
	"Georgia"	"13"	"Methadone"	"T40.3"	"2008"	"2008"	138	9504843	1.5
	"Georgia"	"13"	"Methadone"	"T40.3"	"2009"	"2009"	165	9620846	1.7
	"Georgia"	"13"	"Methadone"	"T40.3"	"2010"	"2010"	150	9687653	1.5
	"Georgia"	"13"	"Methadone"	"T40.3"	"2011"	"2011"	141	9815210	1.4
	"Georgia"	"13"	"Methadone"	"T40.3"	"2012"	"2012"	161	9919945	1.6
	"Georgia"	"13"	"Methadone"	"T40.3"	"2013"	"2013"	110	9992167	1.1
	"Georgia"	"13"	"Methadone"	"T40.3"	"2014"	"2014"	124	10097343	1.2
	"Georgia"	"13"	"Methadone"	"T40.3"	"2015"	"2015"	115	10214860	1.1
	"Georgia"	"13"	"Methadone"	"T40.3"	"2016"	"2016"	115	10310371	1.1
	"Georgia"	"13"	"Methadone"	"T40.3"	"2017"	"2017"	83	10429379	0.8
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"1999"	"1999"	11	8045965	Unreliable
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2000"	"2000"	12	8186453	Unreliable
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2001"	"2001"	27	8377038	0.3
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2002"	"2002"	36	8508256	0.4
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2003"	"2003"	36	8622793	0.4
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2004"	"2004"	35	8769252	0.4
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2005"	"2005"	47	8925922	0.5
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	57	9155813	0.6
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	65	9349988	0.7
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	57	9504843	0.6
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	83	9620846	0.9
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2010"	"2010"	103	9687653	1.1
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2011"	"2011"	86	9815210	0.9
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2012"	"2012"	61	9919945	0.6
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2013"	"2013"	80	9992167	0.8
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	174	10097343	1.7
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	284	10214860	2.8
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	277	10310371	2.7
	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	419	10429379	4.0
	"Hawaii"	"15"	"Heroin"	"T40.1"	"1999"	"1999"	Suppressed	1210300	Suppressed
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2000"	"2000"	Suppressed	1211537	Suppressed
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2001"	"2001"	Suppressed	1225948	Suppressed
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2002"	"2002"	Suppressed	1239613	Suppressed
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2003"	"2003"	Suppressed	1251154	Suppressed
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2004"	"2004"	Suppressed	1273569	Suppressed
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2005"	"2005"	Suppressed	1292729	Suppressed
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2006"	"2006"	Suppressed	1309731	Suppressed
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2007"	"2007"	Suppressed	1315675	Suppressed
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2008"	"2008"	Suppressed	1332213	Suppressed
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2009"	"2009"	Suppressed	1346717	Suppressed
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2010"	"2010"	Suppressed	1360301	Suppressed
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2011"	"2011"	Suppressed	1374810	Suppressed
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2012"	"2012"	Suppressed	1392313	Suppressed
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2013"	"2013"	10	1404054	Unreliable
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2014"	"2014"	12	1419561	Unreliable
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2015"	"2015"	15	1431603	Unreliable
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2016"	"2016"	20	1428557	1.4
	"Hawaii"	"15"	"Heroin"	"T40.1"	"2017"	"2017"	10	1427538	Unreliable
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"1999"	"1999"	22	1210300	1.8
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2000"	"2000"	23	1211537	1.9
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2001"	"2001"	27	1225948	2.2
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2002"	"2002"	27	1239613	2.2
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2003"	"2003"	25	1251154	2.0
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2004"	"2004"	32	1273569	2.5
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2005"	"2005"	39	1292729	3.0
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2006"	"2006"	30	1309731	2.3
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2007"	"2007"	49	1315675	3.7
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2008"	"2008"	34	1332213	2.6
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2009"	"2009"	35	1346717	2.6
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2010"	"2010"	40	1360301	2.9
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2011"	"2011"	47	1374810	3.4
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2012"	"2012"	35	1392313	2.5
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2013"	"2013"	39	1404054	2.8
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2014"	"2014"	35	1419561	2.5
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2015"	"2015"	37	1431603	2.6
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2016"	"2016"	44	1428557	3.1
	"Hawaii"	"15"	"Other opioids"	"T40.2"	"2017"	"2017"	33	1427538	2.3
	"Hawaii"	"15"	"Methadone"	"T40.3"	"1999"	"1999"	Suppressed	1210300	Suppressed
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2000"	"2000"	Suppressed	1211537	Suppressed
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2001"	"2001"	Suppressed	1225948	Suppressed
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2002"	"2002"	14	1239613	Unreliable
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2003"	"2003"	Suppressed	1251154	Suppressed
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2004"	"2004"	16	1273569	Unreliable
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2005"	"2005"	18	1292729	Unreliable
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2006"	"2006"	19	1309731	Unreliable
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2007"	"2007"	20	1315675	1.5
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2008"	"2008"	10	1332213	Unreliable
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2009"	"2009"	20	1346717	1.5
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2010"	"2010"	14	1360301	Unreliable
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2011"	"2011"	19	1374810	Unreliable
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2012"	"2012"	16	1392313	Unreliable
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2013"	"2013"	17	1404054	Unreliable
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2014"	"2014"	10	1419561	Unreliable
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2015"	"2015"	Suppressed	1431603	Suppressed
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2016"	"2016"	15	1428557	Unreliable
	"Hawaii"	"15"	"Methadone"	"T40.3"	"2017"	"2017"	Suppressed	1427538	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"1999"	"1999"	Suppressed	1210300	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2000"	"2000"	Suppressed	1211537	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2001"	"2001"	Suppressed	1225948	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2002"	"2002"	Suppressed	1239613	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2003"	"2003"	Suppressed	1251154	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2004"	"2004"	Suppressed	1273569	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2005"	"2005"	Suppressed	1292729	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	Suppressed	1309731	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	Suppressed	1315675	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	Suppressed	1332213	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	Suppressed	1346717	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2010"	"2010"	Suppressed	1360301	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2011"	"2011"	Suppressed	1374810	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2012"	"2012"	Suppressed	1392313	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2013"	"2013"	Suppressed	1404054	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	Suppressed	1419561	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	13	1431603	Unreliable
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	Suppressed	1428557	Suppressed
	"Hawaii"	"15"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	Suppressed	1427538	Suppressed
	"Idaho"	"16"	"Heroin"	"T40.1"	"1999"	"1999"	Suppressed	1275674	Suppressed
	"Idaho"	"16"	"Heroin"	"T40.1"	"2000"	"2000"	Suppressed	1293953	Suppressed
	"Idaho"	"16"	"Heroin"	"T40.1"	"2001"	"2001"	Suppressed	1319962	Suppressed
	"Idaho"	"16"	"Heroin"	"T40.1"	"2002"	"2002"	Suppressed	1340372	Suppressed
	"Idaho"	"16"	"Heroin"	"T40.1"	"2003"	"2003"	Suppressed	1363380	Suppressed
	"Idaho"	"16"	"Heroin"	"T40.1"	"2004"	"2004"	Suppressed	1391802	Suppressed
	"Idaho"	"16"	"Heroin"	"T40.1"	"2005"	"2005"	Suppressed	1428241	Suppressed
	"Idaho"	"16"	"Heroin"	"T40.1"	"2006"	"2006"	Suppressed	1468669	Suppressed
	"Idaho"	"16"	"Heroin"	"T40.1"	"2007"	"2007"	Suppressed	1505105	Suppressed
	"Idaho"	"16"	"Heroin"	"T40.1"	"2008"	"2008"	Suppressed	1534320	Suppressed
	"Idaho"	"16"	"Heroin"	"T40.1"	"2009"	"2009"	Suppressed	1554439	Suppressed
	"Idaho"	"16"	"Heroin"	"T40.1"	"2010"	"2010"	Suppressed	1567582	Suppressed
	"Idaho"	"16"	"Heroin"	"T40.1"	"2011"	"2011"	Suppressed	1584985	Suppressed
	"Idaho"	"16"	"Heroin"	"T40.1"	"2012"	"2012"	Suppressed	1595728	Suppressed
	"Idaho"	"16"	"Heroin"	"T40.1"	"2013"	"2013"	Suppressed	1612136	Suppressed
	"Idaho"	"16"	"Heroin"	"T40.1"	"2014"	"2014"	11	1634464	Unreliable
	"Idaho"	"16"	"Heroin"	"T40.1"	"2015"	"2015"	16	1654930	Unreliable
	"Idaho"	"16"	"Heroin"	"T40.1"	"2016"	"2016"	25	1683140	1.5
	"Idaho"	"16"	"Heroin"	"T40.1"	"2017"	"2017"	23	1716943	1.3
	"Idaho"	"16"	"Other opioids"	"T40.2"	"1999"	"1999"	11	1275674	Unreliable
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2000"	"2000"	17	1293953	Unreliable
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2001"	"2001"	30	1319962	2.3
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2002"	"2002"	25	1340372	1.9
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2003"	"2003"	29	1363380	2.1
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2004"	"2004"	21	1391802	1.5
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2005"	"2005"	25	1428241	1.8
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2006"	"2006"	30	1468669	2.0
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2007"	"2007"	32	1505105	2.1
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2008"	"2008"	47	1534320	3.1
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2009"	"2009"	35	1554439	2.3
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2010"	"2010"	42	1567582	2.7
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2011"	"2011"	45	1584985	2.8
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2012"	"2012"	33	1595728	2.1
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2013"	"2013"	51	1612136	3.2
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2014"	"2014"	42	1634464	2.6
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2015"	"2015"	51	1654930	3.1
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2016"	"2016"	64	1683140	3.8
	"Idaho"	"16"	"Other opioids"	"T40.2"	"2017"	"2017"	55	1716943	3.2
	"Idaho"	"16"	"Methadone"	"T40.3"	"1999"	"1999"	Suppressed	1275674	Suppressed
	"Idaho"	"16"	"Methadone"	"T40.3"	"2000"	"2000"	Suppressed	1293953	Suppressed
	"Idaho"	"16"	"Methadone"	"T40.3"	"2001"	"2001"	10	1319962	Unreliable
	"Idaho"	"16"	"Methadone"	"T40.3"	"2002"	"2002"	10	1340372	Unreliable
	"Idaho"	"16"	"Methadone"	"T40.3"	"2003"	"2003"	21	1363380	1.5
	"Idaho"	"16"	"Methadone"	"T40.3"	"2004"	"2004"	23	1391802	1.7
	"Idaho"	"16"	"Methadone"	"T40.3"	"2005"	"2005"	13	1428241	Unreliable
	"Idaho"	"16"	"Methadone"	"T40.3"	"2006"	"2006"	35	1468669	2.4
	"Idaho"	"16"	"Methadone"	"T40.3"	"2007"	"2007"	23	1505105	1.5
	"Idaho"	"16"	"Methadone"	"T40.3"	"2008"	"2008"	18	1534320	Unreliable
	"Idaho"	"16"	"Methadone"	"T40.3"	"2009"	"2009"	16	1554439	Unreliable
	"Idaho"	"16"	"Methadone"	"T40.3"	"2010"	"2010"	26	1567582	1.7
	"Idaho"	"16"	"Methadone"	"T40.3"	"2011"	"2011"	22	1584985	1.4
	"Idaho"	"16"	"Methadone"	"T40.3"	"2012"	"2012"	12	1595728	Unreliable
	"Idaho"	"16"	"Methadone"	"T40.3"	"2013"	"2013"	11	1612136	Unreliable
	"Idaho"	"16"	"Methadone"	"T40.3"	"2014"	"2014"	18	1634464	Unreliable
	"Idaho"	"16"	"Methadone"	"T40.3"	"2015"	"2015"	12	1654930	Unreliable
	"Idaho"	"16"	"Methadone"	"T40.3"	"2016"	"2016"	15	1683140	Unreliable
	"Idaho"	"16"	"Methadone"	"T40.3"	"2017"	"2017"	14	1716943	Unreliable
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"1999"	"1999"	Suppressed	1275674	Suppressed
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2000"	"2000"	Suppressed	1293953	Suppressed
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2001"	"2001"	Suppressed	1319962	Suppressed
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2002"	"2002"	Suppressed	1340372	Suppressed
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2003"	"2003"	Suppressed	1363380	Suppressed
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2004"	"2004"	Suppressed	1391802	Suppressed
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2005"	"2005"	Suppressed	1428241	Suppressed
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	Suppressed	1468669	Suppressed
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	10	1505105	Unreliable
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	Suppressed	1534320	Suppressed
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	11	1554439	Unreliable
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2010"	"2010"	14	1567582	Unreliable
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2011"	"2011"	Suppressed	1584985	Suppressed
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2012"	"2012"	11	1595728	Unreliable
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2013"	"2013"	14	1612136	Unreliable
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	13	1634464	Unreliable
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	16	1654930	Unreliable
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	20	1683140	1.2
	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	22	1716943	1.3
	"Illinois"	"17"	"Heroin"	"T40.1"	"1999"	"1999"	30	12359020	0.2
	"Illinois"	"17"	"Heroin"	"T40.1"	"2000"	"2000"	35	12419293	0.3
	"Illinois"	"17"	"Heroin"	"T40.1"	"2001"	"2001"	37	12488445	0.3
	"Illinois"	"17"	"Heroin"	"T40.1"	"2002"	"2002"	48	12525556	0.4
	"Illinois"	"17"	"Heroin"	"T40.1"	"2003"	"2003"	20	12556006	0.2
	"Illinois"	"17"	"Heroin"	"T40.1"	"2004"	"2004"	36	12589773	0.3
	"Illinois"	"17"	"Heroin"	"T40.1"	"2005"	"2005"	49	12609903	0.4
	"Illinois"	"17"	"Heroin"	"T40.1"	"2006"	"2006"	63	12643955	0.5
	"Illinois"	"17"	"Heroin"	"T40.1"	"2007"	"2007"	63	12695866	0.5
	"Illinois"	"17"	"Heroin"	"T40.1"	"2008"	"2008"	107	12747038	0.8
	"Illinois"	"17"	"Heroin"	"T40.1"	"2009"	"2009"	116	12796778	0.9
	"Illinois"	"17"	"Heroin"	"T40.1"	"2010"	"2010"	150	12830632	1.2
	"Illinois"	"17"	"Heroin"	"T40.1"	"2011"	"2011"	168	12869257	1.3
	"Illinois"	"17"	"Heroin"	"T40.1"	"2012"	"2012"	269	12875255	2.1
	"Illinois"	"17"	"Heroin"	"T40.1"	"2013"	"2013"	583	12882135	4.5
	"Illinois"	"17"	"Heroin"	"T40.1"	"2014"	"2014"	711	12880580	5.5
	"Illinois"	"17"	"Heroin"	"T40.1"	"2015"	"2015"	844	12859995	6.6
	"Illinois"	"17"	"Heroin"	"T40.1"	"2016"	"2016"	1040	12801539	8.1
	"Illinois"	"17"	"Heroin"	"T40.1"	"2017"	"2017"	1187	12802023	9.3
	"Illinois"	"17"	"Other opioids"	"T40.2"	"1999"	"1999"	43	12359020	0.3
	"Illinois"	"17"	"Other opioids"	"T40.2"	"2000"	"2000"	45	12419293	0.4
